Visit_ID,Historical Date,Modern Date,Inn,Inn_ID,Visitor,Guest_ID,Filename,date_folder,start,end,spot,confidence,annotationid,title,uri,label,categories,types,alternateLabels,place,person,spot_match
75.0,31 Julii 1780,1780-07-31,SCHWERDT,1.0,Schuch von Saarbrücken.,75.0,4648735.txt,1780-07,299.0,305.0,Schuch,0.6378,5571208.0,Albrecht Schuch,http://de.wikipedia.org/wiki/Albrecht_Schuch,Albrecht Schuch,"['DDR-Bürger', 'Deutscher', 'Filmschauspieler', 'Geboren 1985', 'Grimme-Preisträger', 'Mann', 'Theaterschauspieler', 'Träger des Deutschen Filmpreises']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Albrecht Schuch'],0.0,1.0,1.0
100.0,31 Julii 1780,1780-07-31,LEUEN,7.0,Hr. Weiffenbach aus Tyrol.,100.0,4648735.txt,1780-07,1166.0,1177.0,Weiffenbach,0.7041,10414558.0,Kraft Weiffenbach,http://de.wikipedia.org/wiki/Kraft_Weiffenbach,Kraft Weiffenbach,"['Abt (Hersfeld)', 'Deutscher', 'Geboren 1526', 'Gestorben 1595', 'Mann']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Kraft Weiffenbach'],0.0,1.0,1.0
102.0,31 Julii 1780,1780-07-31,ROESSLI,8.0,Franz Kurtz aus Landegg.,102.0,4648735.txt,1780-07,1213.0,1224.0,Franz Kurtz,0.8609,1905220.0,Franz Kurtz,http://de.wikipedia.org/wiki/Franz_Kurtz,Franz Kurtz,"['Deutscher', 'Erfinder', 'Geboren 1825', 'Gestorben 1902', 'Mann', 'Person (Inden, Rheinland)', 'Person (Jülich)', 'Person (Radverkehr)']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Franz Kurtz'],0.0,1.0,1.0
105.0,1 Augusti 1780,1780-08-01,SCHWERDT,1.0,Hr. Blumer von Glarus.,105.0,4648737.txt,1780-08,100.0,106.0,Blumer,0.711,11918801.0,Johann Jakob Blumer,http://de.wikipedia.org/wiki/Johann_Jakob_Blumer,Johann Jakob Blumer,"['Autor', 'Geboren 1819', 'Gerichtspräsident (Schweiz)', 'Gestorben 1875', 'Mann', 'Schweizer']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Johann Jakob Blumer'],0.0,1.0,1.0
108.0,1 Augusti 1780,1780-08-01,SCHWERDT,1.0,Schuch von Saarbrücken.,108.0,4648737.txt,1780-08,186.0,192.0,Schuch,0.6438,5571208.0,Albrecht Schuch,http://de.wikipedia.org/wiki/Albrecht_Schuch,Albrecht Schuch,"['DDR-Bürger', 'Deutscher', 'Filmschauspieler', 'Geboren 1985', 'Grimme-Preisträger', 'Mann', 'Theaterschauspieler', 'Träger des Deutschen Filmpreises']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Albrecht Schuch'],0.0,1.0,1.0
119.0,1 Augusti 1780,1780-08-01,ADLER,3.0,Bernold Marich D'auvergne f. 4.,119.0,4648737.txt,1780-08,533.0,539.0,Marich,0.6973,3274729.0,Ladislaus von Szögyény-Marich,http://de.wikipedia.org/wiki/Ladislaus_von_Sz%C3%B6gy%C3%A9ny-Marich,Ladislaus von Szögyény-Marich,"['Beamter (Kaisertum Österreich)', 'Beamter (Transleithanien)', 'Botschafter (Österreich-Ungarn)', 'Geboren 1841', 'Gestorben 1916', 'Mann', 'Reichstagsabgeordneter (Ungarn)', 'Ritter des Ordens vom Goldenen Vlies (Österreich, 19. Jahrhundert)', 'Ritter des Schwarzen Adlerordens', 'Österreichischer Botschafter im Deutschen Reich']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']","['Ladislaus von Szögyény-Marich', 'Szögyény']",0.0,1.0,1.0
134.0,1 Augusti 1780,1780-08-01,ROESSLI,8.0,Franz Kurtz aus Landegg.,134.0,4648737.txt,1780-08,995.0,1006.0,Franz Kurtz,0.8609,1905220.0,Franz Kurtz,http://de.wikipedia.org/wiki/Franz_Kurtz,Franz Kurtz,"['Deutscher', 'Erfinder', 'Geboren 1825', 'Gestorben 1902', 'Mann', 'Person (Inden, Rheinland)', 'Person (Jülich)', 'Person (Radverkehr)']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Franz Kurtz'],0.0,1.0,1.0
137.0,2 Augusti 1780,1780-08-02,SCHWERDT,1.0,Hr. Blumer von Glarus.,137.0,4648739.txt,1780-08,101.0,107.0,Blumer,0.711,11918801.0,Johann Jakob Blumer,http://de.wikipedia.org/wiki/Johann_Jakob_Blumer,Johann Jakob Blumer,"['Autor', 'Geboren 1819', 'Gerichtspräsident (Schweiz)', 'Gestorben 1875', 'Mann', 'Schweizer']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Johann Jakob Blumer'],0.0,1.0,1.0
143.0,2 Augusti 1780,1780-08-02,SCHWERDT,1.0,Hettlinger von Winterthur.,143.0,4648739.txt,1780-08,290.0,300.0,Hettlinger,0.6937,3310684.0,Johannes Hettlinger,http://de.wikipedia.org/wiki/Johannes_Hettlinger,Johannes Hettlinger,"['Geboren im 15. Jahrhundert', 'Geschichte (Rapperswil-Jona)', 'Gestorben 1489', 'Mann', 'Person (Rapperswil-Jona)', 'Politiker (Schweiz vor 1848)', 'Schweizer']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Johannes Hettlinger'],0.0,1.0,1.0
169.0,3 Augufti 1780,1780-01-03,SCHWERDT,1.0,Hr. Blumer von Glarus.,169.0,4648741.txt,1780-08,147.0,153.0,Blumer,0.7225,110815.0,Friedrich Imhoof-Blumer,http://de.wikipedia.org/wiki/Friedrich_Imhoof-Blumer,Friedrich Imhoof-Blumer,"['Geboren 1838', 'Gestorben 1920', 'Mann', 'Mitglied der Akademie der Wissenschaften zu Göttingen', 'Mitglied der Bayerischen Akademie der Wissenschaften', 'Mitglied der Königlich Niederländischen Akademie der Wissenschaften', 'Mitglied der Preußischen Akademie der Wissenschaften', 'Mitglied der Society for the Promotion of Hellenic Studies', 'Mitglied der Österreichischen Akademie der Wissenschaften', 'Münzsammler', 'Numismatiker', 'Person (Winterthur)', 'Schweizer', 'Träger der Medaille der Royal Numismatic Society', 'Träger des Pour le Mérite (Friedensklasse)']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']","['Friedrich Imhoof-Blumer', 'Imhoof-Blumer, Friedrich']",0.0,1.0,1.0
173.0,3 Augufti 1780,1780-01-03,SCHWERDT,1.0,Hettlinger von Winterthur.,173.0,4648741.txt,1780-08,263.0,273.0,Hettlinger,0.6805,3310684.0,Johannes Hettlinger,http://de.wikipedia.org/wiki/Johannes_Hettlinger,Johannes Hettlinger,"['Geboren im 15. Jahrhundert', 'Geschichte (Rapperswil-Jona)', 'Gestorben 1489', 'Mann', 'Person (Rapperswil-Jona)', 'Politiker (Schweiz vor 1848)', 'Schweizer']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Johannes Hettlinger'],0.0,1.0,1.0
193.0,3 Augufti 1780,1780-01-03,RAABEN,6.0,"Legler von Glarus f. 4,",193.0,4648741.txt,1780-08,843.0,849.0,Legler,0.7368,8620167.0,Rolf Legler,http://de.wikipedia.org/wiki/Rolf_Legler,Rolf Legler,"['Deutscher', 'Geboren 1945', 'Kunsthistoriker', 'Mann', 'Mittelalterhistoriker', 'Person (München)', 'Reiseliteratur', 'Sachbuchautor (Kunst)']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Rolf Legler'],0.0,1.0,1.0
206.0,4 Augusti 1780,1780-08-04,SCHWERDT,1.0,Hr. Blumer von Glarus.,206.0,4648743.txt,1780-08,216.0,222.0,Blumer,0.719,110815.0,Friedrich Imhoof-Blumer,http://de.wikipedia.org/wiki/Friedrich_Imhoof-Blumer,Friedrich Imhoof-Blumer,"['Geboren 1838', 'Gestorben 1920', 'Mann', 'Mitglied der Akademie der Wissenschaften zu Göttingen', 'Mitglied der Bayerischen Akademie der Wissenschaften', 'Mitglied der Königlich Niederländischen Akademie der Wissenschaften', 'Mitglied der Preußischen Akademie der Wissenschaften', 'Mitglied der Society for the Promotion of Hellenic Studies', 'Mitglied der Österreichischen Akademie der Wissenschaften', 'Münzsammler', 'Numismatiker', 'Person (Winterthur)', 'Schweizer', 'Träger der Medaille der Royal Numismatic Society', 'Träger des Pour le Mérite (Friedensklasse)']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']","['Friedrich Imhoof-Blumer', 'Imhoof-Blumer, Friedrich']",0.0,1.0,1.0
208.0,4 Augusti 1780,1780-08-04,SCHWERDT,1.0,Hettlinger von Winterthur.,208.0,4648743.txt,1780-08,273.0,283.0,Hettlinger,0.6888,3310684.0,Johannes Hettlinger,http://de.wikipedia.org/wiki/Johannes_Hettlinger,Johannes Hettlinger,"['Geboren im 15. Jahrhundert', 'Geschichte (Rapperswil-Jona)', 'Gestorben 1489', 'Mann', 'Person (Rapperswil-Jona)', 'Politiker (Schweiz vor 1848)', 'Schweizer']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Johannes Hettlinger'],0.0,1.0,1.0
211.0,4 Augusti 1780,1780-08-04,SCHWERDT,1.0,Gaupp von Schaffhaussen.,211.0,4648743.txt,1780-08,346.0,351.0,Gaupp,0.7133,2144356.0,Ernst Theodor Gaupp,http://de.wikipedia.org/wiki/Ernst_Theodor_Gaupp,Ernst Theodor Gaupp,"['Corpsstudent (19. Jahrhundert)', 'Deutscher', 'Geboren 1796', 'Gestorben 1859', 'Mann', 'Person in den Koalitionskriegen', 'Rechtswissenschaftler (19. Jahrhundert)', 'Rektor der Universität Breslau', 'Richter (Oberlandesgericht Breslau)']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Ernst Theodor Gaupp'],0.0,1.0,1.0
239.0,6 Augusti 1780,1780-08-06,SCHWERDT,1.0,Hr. Blumer von Glarus.,239.0,4648745.txt,1780-08,79.0,85.0,Blumer,0.719,110815.0,Friedrich Imhoof-Blumer,http://de.wikipedia.org/wiki/Friedrich_Imhoof-Blumer,Friedrich Imhoof-Blumer,"['Geboren 1838', 'Gestorben 1920', 'Mann', 'Mitglied der Akademie der Wissenschaften zu Göttingen', 'Mitglied der Bayerischen Akademie der Wissenschaften', 'Mitglied der Königlich Niederländischen Akademie der Wissenschaften', 'Mitglied der Preußischen Akademie der Wissenschaften', 'Mitglied der Society for the Promotion of Hellenic Studies', 'Mitglied der Österreichischen Akademie der Wissenschaften', 'Münzsammler', 'Numismatiker', 'Person (Winterthur)', 'Schweizer', 'Träger der Medaille der Royal Numismatic Society', 'Träger des Pour le Mérite (Friedensklasse)']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']","['Friedrich Imhoof-Blumer', 'Imhoof-Blumer, Friedrich']",0.0,1.0,1.0
241.0,6 Augusti 1780,1780-08-06,SCHWERDT,1.0,Hettlinger von Winterthur.,241.0,4648745.txt,1780-08,136.0,146.0,Hettlinger,0.6902,3310684.0,Johannes Hettlinger,http://de.wikipedia.org/wiki/Johannes_Hettlinger,Johannes Hettlinger,"['Geboren im 15. Jahrhundert', 'Geschichte (Rapperswil-Jona)', 'Gestorben 1489', 'Mann', 'Person (Rapperswil-Jona)', 'Politiker (Schweiz vor 1848)', 'Schweizer']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Johannes Hettlinger'],0.0,1.0,1.0
265.0,6 Augusti 1780,1780-08-06,RAABEN,6.0,le Pouri di Arone-,265.0,4648745.txt,1780-08,884.0,889.0,Arone,0.6342,7313191.0,Joyce Malebogo Arone,http://de.wikipedia.org/wiki/Joyce_Malebogo_Arone,Joyce Malebogo Arone,"['Badmintonspieler (Botswana)', 'Botswaner', 'Frau', 'Geboren 1980', 'Teilnehmer an den Commonwealth Games (Botswana)']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Joyce Malebogo Arone'],0.0,1.0,1.0
274.0,7 Augufti 1780,1780-01-07,SCHWERDT,1.0,Hettlinger von Winterthur.,274.0,4648747.txt,1780-08,140.0,150.0,Hettlinger,0.6805,3310684.0,Johannes Hettlinger,http://de.wikipedia.org/wiki/Johannes_Hettlinger,Johannes Hettlinger,"['Geboren im 15. Jahrhundert', 'Geschichte (Rapperswil-Jona)', 'Gestorben 1489', 'Mann', 'Person (Rapperswil-Jona)', 'Politiker (Schweiz vor 1848)', 'Schweizer']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Johannes Hettlinger'],0.0,1.0,1.0
298.0,7 Augufti 1780,1780-01-07,RAABEN,6.0,le Pouri di Arone-,298.0,4648747.txt,1780-08,888.0,893.0,Arone,0.6342,7313191.0,Joyce Malebogo Arone,http://de.wikipedia.org/wiki/Joyce_Malebogo_Arone,Joyce Malebogo Arone,"['Badmintonspieler (Botswana)', 'Botswaner', 'Frau', 'Geboren 1980', 'Teilnehmer an den Commonwealth Games (Botswana)']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Joyce Malebogo Arone'],0.0,1.0,1.0
305.0,8 Augusti 1780,1780-08-08,SCHWERDT,1.0,Hr. Blumer von Glarus.,305.0,4648749.txt,1780-08,58.0,64.0,Blumer,0.7207,110815.0,Friedrich Imhoof-Blumer,http://de.wikipedia.org/wiki/Friedrich_Imhoof-Blumer,Friedrich Imhoof-Blumer,"['Geboren 1838', 'Gestorben 1920', 'Mann', 'Mitglied der Akademie der Wissenschaften zu Göttingen', 'Mitglied der Bayerischen Akademie der Wissenschaften', 'Mitglied der Königlich Niederländischen Akademie der Wissenschaften', 'Mitglied der Preußischen Akademie der Wissenschaften', 'Mitglied der Society for the Promotion of Hellenic Studies', 'Mitglied der Österreichischen Akademie der Wissenschaften', 'Münzsammler', 'Numismatiker', 'Person (Winterthur)', 'Schweizer', 'Träger der Medaille der Royal Numismatic Society', 'Träger des Pour le Mérite (Friedensklasse)']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']","['Friedrich Imhoof-Blumer', 'Imhoof-Blumer, Friedrich']",0.0,1.0,1.0
307.0,8 Augusti 1780,1780-08-08,SCHWERDT,1.0,Hettlinger von Winterthur.,307.0,4648749.txt,1780-08,95.0,105.0,Hettlinger,0.6919,3310684.0,Johannes Hettlinger,http://de.wikipedia.org/wiki/Johannes_Hettlinger,Johannes Hettlinger,"['Geboren im 15. Jahrhundert', 'Geschichte (Rapperswil-Jona)', 'Gestorben 1489', 'Mann', 'Person (Rapperswil-Jona)', 'Politiker (Schweiz vor 1848)', 'Schweizer']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Johannes Hettlinger'],0.0,1.0,1.0
331.0,8 Augusti 1780,1780-08-08,RAABEN,6.0,Jacob Hunkeler von Altishofen f. 3.,331.0,4648749.txt,1780-08,821.0,835.0,von Altishofen,0.6528,10723256.0,Franz Ludwig Pfyffer von Altishofen,http://de.wikipedia.org/wiki/Franz_Ludwig_Pfyffer_von_Altishofen,Franz Ludwig Pfyffer von Altishofen,"['Familienmitglied des Patriziergeschlechts Pfyffer von Altishofen', 'Geboren 1699', 'Gestorben 1771', 'Kommandant der päpstlichen Schweizergarde', 'Mann', 'Schweizer']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Franz Ludwig Pfyffer von Altishofen'],0.0,1.0,1.0
338.0,9 Augusti 1780,1780-08-09,SCHWERDT,1.0,Hr. Blumer von Glarus.,338.0,4648751.txt,1780-08,58.0,64.0,Blumer,0.711,11918801.0,Johann Jakob Blumer,http://de.wikipedia.org/wiki/Johann_Jakob_Blumer,Johann Jakob Blumer,"['Autor', 'Geboren 1819', 'Gerichtspräsident (Schweiz)', 'Gestorben 1875', 'Mann', 'Schweizer']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Johann Jakob Blumer'],0.0,1.0,1.0
375.0,10 Augufti 1780,1780-01-10,SCHWERDT,1.0,Hr. Blumer von Glarus.,375.0,4648753.txt,1780-08,57.0,63.0,Blumer,0.7225,110815.0,Friedrich Imhoof-Blumer,http://de.wikipedia.org/wiki/Friedrich_Imhoof-Blumer,Friedrich Imhoof-Blumer,"['Geboren 1838', 'Gestorben 1920', 'Mann', 'Mitglied der Akademie der Wissenschaften zu Göttingen', 'Mitglied der Bayerischen Akademie der Wissenschaften', 'Mitglied der Königlich Niederländischen Akademie der Wissenschaften', 'Mitglied der Preußischen Akademie der Wissenschaften', 'Mitglied der Society for the Promotion of Hellenic Studies', 'Mitglied der Österreichischen Akademie der Wissenschaften', 'Münzsammler', 'Numismatiker', 'Person (Winterthur)', 'Schweizer', 'Träger der Medaille der Royal Numismatic Society', 'Träger des Pour le Mérite (Friedensklasse)']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']","['Friedrich Imhoof-Blumer', 'Imhoof-Blumer, Friedrich']",0.0,1.0,1.0
379.0,10 Augufti 1780,1780-01-10,SCHWERDT,1.0,Hettlinger von Winterthur.,379.0,4648753.txt,1780-08,139.0,149.0,Hettlinger,0.6911,3310684.0,Johannes Hettlinger,http://de.wikipedia.org/wiki/Johannes_Hettlinger,Johannes Hettlinger,"['Geboren im 15. Jahrhundert', 'Geschichte (Rapperswil-Jona)', 'Gestorben 1489', 'Mann', 'Person (Rapperswil-Jona)', 'Politiker (Schweiz vor 1848)', 'Schweizer']","['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Species', 'http://dbpedia.org/ontology/Eukaryote', 'http://dbpedia.org/ontology/Animal']",['Johannes Hettlinger'],0.0,1.0,1.0
