Visit_ID,Historical Date,Modern Date,Inn,Inn_ID,Visitor,Guest_ID,Filename
32,28 Julii 1780,1780-07-28,LEUEN,7,1 Handwerker-,32,4648731.txt
33,28 Julii 1780,1780-07-28,ROESSLI,8,Hr. Schneeli von Glarus.,33,4648731.txt
34,28 Julii 1780,1780-07-28,ROESSLI,8,Franz Kurtz von Landeeg.,34,4648731.txt
35,28 Julii 1780,1780-07-28,ROESSLI,8,2 St Galler Fuhrleuth-,35,4648731.txt
36,28 Julii 1780,1780-07-28,SCHWANEN,9,1 Landmann-,36,4648731.txt
37,30 Julii 1780,1780-07-30,SCHWERDT,1,Mr. Carlis de Modena.,37,4648733.txt
38,30 Julii 1780,1780-07-30,SCHWERDT,1,le Grand de Belfort.,38,4648733.txt
39,30 Julii 1780,1780-07-30,SCHWERDT,1,Hr. Blumer von Glarus.,39,4648733.txt
40,30 Julii 1780,1780-07-30,SCHWERDT,1,Profeffor Steinsky aus Prag.,40,4648733.txt
41,30 Julii 1780,1780-07-30,SCHWERDT,1,"de Vermenoux, de Paris f. 3.",41,4648733.txt
42,30 Julii 1780,1780-07-30,SCHWERDT,1,"Arnaud, de Turin.",42,4648733.txt
43,30 Julii 1780,1780-07-30,SCHWERDT,1,Meifsner von Görliz in Sachfen f. 3.,43,4648733.txt
44,30 Julii 1780,1780-07-30,SCHWERDT,1,Geelwin von Amfterdam f. 4.,44,4648733.txt
45,30 Julii 1780,1780-07-30,SCHWERDT,1,Rathsherr Faefch. Hr. Faefch.,45,4648733.txt
46,30 Julii 1780,1780-07-30,SCHWERDT,1,Obrift Eglinger.,46,4648733.txt
47,30 Julii 1780,1780-07-30,SCHWERDT,1,Pfr. Eglinger und Frau u-Sohn.,47,4648733.txt
48,30 Julii 1780,1780-07-30,SCHWERDT,1,"Pfr. Falkeisen, nebft Frau und Sohn.",48,4648733.txt
49,30 Julii 1780,1780-07-30,SCHWERDT,1,"Profeffor Stähelin, fämmtlich von Basel.",49,4648733.txt
50,30 Julii 1780,1780-07-30,SCHWERDT,1,Schuch von Saarbrücken.,50,4648733.txt
51,30 Julii 1780,1780-07-30,SCHWERDT,1,Ehrengesandte von Glarus.,51,4648733.txt
52,30 Julii 1780,1780-07-30,STORCHEN,2,"Mr. Predarii de Milan, f. 2.",52,4648733.txt
53,30 Julii 1780,1780-07-30,STORCHEN,2,Veit Schmid von Bübikon.,53,4648733.txt
54,30 Julii 1780,1780-07-30,STORCHEN,2,1 Handw.,54,4648733.txt
55,30 Julii 1780,1780-07-30,ADLER,3,Jgfr. Schweizerin von St. Gallen.,55,4648733.txt
56,30 Julii 1780,1780-07-30,ADLER,3,Bernold Marfch D'auvergne f. 2.,56,4648733.txt
57,30 Julii 1780,1780-07-30,ADLER,3,Mr. Aubertin de Luneville.,57,4648733.txt
58,30 Julii 1780,1780-07-30,ROTHAUS,4,Hr. Brix aus Böhmen.,58,4648733.txt
59,30 Julii 1780,1780-07-30,ROTHAUS,4,"Mr. Pitzala de Milan, f. 2.",59,4648733.txt
60,30 Julii 1780,1780-07-30,ROTHAUS,4,4 Landleuth.,60,4648733.txt
61,30 Julii 1780,1780-07-30,HIRSCHEN,5,Hr. Martin Erhardt von Mühlhaufen.,61,4648733.txt
62,30 Julii 1780,1780-07-30,HIRSCHEN,5,Leonhard Fornaro von Langenfee.,62,4648733.txt
63,30 Julii 1780,1780-07-30,RAABEN,6,Hr. Major Tfchudy von Glarus.,63,4648733.txt
64,30 Julii 1780,1780-07-30,RAABEN,6,2 Landl.,64,4648733.txt
65,30 Julii 1780,1780-07-30,LEUEN,7,"2 Landl, 3 Handwerker-",65,4648733.txt
66,30 Julii 1780,1780-07-30,ROESSLI,8,6 Landleut.,66,4648733.txt
67,31 Julii 1780,1780-07-31,SCHWERDT,1,Mr. Carlis de Modena.,67,4648735.txt
68,31 Julii 1780,1780-07-31,SCHWERDT,1,le Grand de Belfort.,68,4648735.txt
69,31 Julii 1780,1780-07-31,SCHWERDT,1,Hr. Blumer von Glarus.,69,4648735.txt
70,31 Julii 1780,1780-07-31,SCHWERDT,1,Profeffor Steinsky aus Prag.,70,4648735.txt
71,31 Julii 1780,1780-07-31,SCHWERDT,1,"de Vermenoux, de Paris f. 3.",71,4648735.txt
72,31 Julii 1780,1780-07-31,SCHWERDT,1,Meiffner von Görlitz in Sachfen f. 3.,72,4648735.txt
73,31 Julii 1780,1780-07-31,SCHWERDT,1,Pfr. Eglinger und Frau u. Sohn.,73,4648735.txt
74,31 Julii 1780,1780-07-31,SCHWERDT,1,"Pfr. Falkeifen, nebft Frau und Sohn. beide von Bafel.",74,4648735.txt
75,31 Julii 1780,1780-07-31,SCHWERDT,1,Schuch von Saarbrücken.,75,4648735.txt
76,31 Julii 1780,1780-07-31,SCHWERDT,1,Hugenin Aelter von Mühlhaufen.,76,4648735.txt
77,31 Julii 1780,1780-07-31,SCHWERDT,1,Fourrier de Befanson.,77,4648735.txt
78,31 Julii 1780,1780-07-31,SCHWERDT,1,Mad. Boursiere de Paris.,78,4648735.txt
79,31 Julii 1780,1780-07-31,SCHWERDT,1,"Mr. Maurice, Mr. Rignon. Mr. Bock de Turin.",79,4648735.txt
80,31 Julii 1780,1780-07-31,SCHWERDT,1,Hr. Archivarius Schickardt von Stuttgardt.,80,4648735.txt
81,31 Julii 1780,1780-07-31,SCHWERDT,1,"Pater Mayr. Pater Teth, Auguftiner Ord. von Conftanz.",81,4648735.txt
82,31 Julii 1780,1780-07-31,STORCHEN,2,"Mr. Predarii de Milan, f. 2.",82,4648735.txt
83,31 Julii 1780,1780-07-31,STORCHEN,2,Frido. Hertenftein von Rofchach.,83,4648735.txt
84,31 Julii 1780,1780-07-31,STORCHEN,2,"Fürfprech Widmer, von Sarnenftorff f. 3.",84,4648735.txt
85,31 Julii 1780,1780-07-31,STORCHEN,2,6 Handw. 2 Landl.,85,4648735.txt
86,31 Julii 1780,1780-07-31,ADLER,3,Jgfr. Schweizerin von St. Gallen.,86,4648735.txt
87,31 Julii 1780,1780-07-31,ADLER,3,Bernold March D'auvergne f. 4.,87,4648735.txt
88,31 Julii 1780,1780-07-31,ADLER,3,Mr. Aubertin de Luneville.,88,4648735.txt
89,31 Julii 1780,1780-07-31,ADLER,3,3 Handw.,89,4648735.txt
90,31 Julii 1780,1780-07-31,ROTHAUS,4,"Mr. Pitzala de Milan, f. 5.",90,4648735.txt
91,31 Julii 1780,1780-07-31,ROTHAUS,4,Hr. Brix aus Böhmen.,91,4648735.txt
92,31 Julii 1780,1780-07-31,ROTHAUS,4,Probit de Bielf f. 2. Mad. Blafius de Raftatt.,92,4648735.txt
93,31 Julii 1780,1780-07-31,HIRSCHEN,5,Hr. Knufs von Winterthur.,93,4648735.txt
94,31 Julii 1780,1780-07-31,HIRSCHEN,5,Leonhard Fornaro von Langenfee.,94,4648735.txt
95,31 Julii 1780,1780-07-31,RAABEN,6,Hr. Xaveri Kopp von Münfter.,95,4648735.txt
96,31 Julii 1780,1780-07-31,RAABEN,6,Rudolph Bifer von Teuffen- Zellweguer ab Gails.,96,4648735.txt
97,31 Julii 1780,1780-07-31,RAABEN,6,Emanuel Dionif. Berber de Fort Louis f. 2.,97,4648735.txt
98,31 Julii 1780,1780-07-31,RAABEN,6,Adam Diethelm von Weinfelden f. 4.,98,4648735.txt
99,31 Julii 1780,1780-07-31,RAABEN,6,Johannes Biler von Immenftadt.,99,4648735.txt
100,31 Julii 1780,1780-07-31,LEUEN,7,Hr. Weiffenbach aus Tyrol.,100,4648735.txt
101,31 Julii 1780,1780-07-31,LEUEN,7,2 Handwerker.,101,4648735.txt
102,31 Julii 1780,1780-07-31,ROESSLI,8,Franz Kurtz aus Landegg.,102,4648735.txt
103,1 Augusti 1780,1780-08-01,SCHWERDT,1,Mr. Carlis de Modena.,103,4648737.txt
104,1 Augusti 1780,1780-08-01,SCHWERDT,1,le Grand de Belfort.,104,4648737.txt
105,1 Augusti 1780,1780-08-01,SCHWERDT,1,Hr. Blumer von Glarus.,105,4648737.txt
106,1 Augusti 1780,1780-08-01,SCHWERDT,1,"de Vermenoux, de Paris f. 3.",106,4648737.txt
107,1 Augusti 1780,1780-08-01,SCHWERDT,1,Meissner von Görlitz in Sachsen f. 3.,107,4648737.txt
108,1 Augusti 1780,1780-08-01,SCHWERDT,1,Schuch von Saarbrücken.,108,4648737.txt
109,1 Augusti 1780,1780-08-01,SCHWERDT,1,Hugenin Aelter von Müllhausen.,109,4648737.txt
110,1 Augusti 1780,1780-08-01,SCHWERDT,1,"Mr. Maurice, Mr. Rignon. Mr. Bock de Turin.",110,4648737.txt
111,1 Augusti 1780,1780-08-01,SCHWERDT,1,"Hr. Ryhener, Hr le Grand und Frauen von Basel.",111,4648737.txt
112,1 Augusti 1780,1780-08-01,SCHWERDT,1,Schindler von Basel.,112,4648737.txt
113,1 Augusti 1780,1780-08-01,SCHWERDT,1,Sigfried von Zofingen.,113,4648737.txt
114,1 Augusti 1780,1780-08-01,STORCHEN,2,"Mr. Predarii de Milan, f. 2.",114,4648737.txt
115,1 Augusti 1780,1780-08-01,STORCHEN,2,Johannes Tödtj von Altstatten.,115,4648737.txt
116,1 Augusti 1780,1780-08-01,STORCHEN,2,"Samuel Hunziker von Chaam,",116,4648737.txt
117,1 Augusti 1780,1780-08-01,STORCHEN,2,4 Handw.,117,4648737.txt
118,1 Augusti 1780,1780-08-01,ADLER,3,Jgfr. Schweizerin von St. Gallen.,118,4648737.txt
119,1 Augusti 1780,1780-08-01,ADLER,3,Bernold Marich D'auvergne f. 4.,119,4648737.txt
120,1 Augusti 1780,1780-08-01,ADLER,3,Francois Monde de Nancy.,120,4648737.txt
121,1 Augusti 1780,1780-08-01,ADLER,3,"Fr. Fosterin von Schaffhausen,",121,4648737.txt
122,1 Augusti 1780,1780-08-01,ADLER,3,"2 Turgäuer,",122,4648737.txt
123,1 Augusti 1780,1780-08-01,ROTHAUS,4,"Mr. Pitzala de Milan, f. 5.",123,4648737.txt
124,1 Augusti 1780,1780-08-01,ROTHAUS,4,Hr. Brix aus Böhmen.,124,4648737.txt
125,1 Augusti 1780,1780-08-01,ROTHAUS,4,Probst de Bielf f. 2. Mad. Blasius de Rastatt.,125,4648737.txt
126,1 Augusti 1780,1780-08-01,ROTHAUS,4,"Hr. Gücinger von Bischofszell,",126,4648737.txt
127,1 Augusti 1780,1780-08-01,HIRSCHEN,5,Hr. Leonhard Fornaro von Langensee.,127,4648737.txt
128,1 Augusti 1780,1780-08-01,HIRSCHEN,5,2 Handwerker.,128,4648737.txt
129,1 Augusti 1780,1780-08-01,RAABEN,6,Hr. Rudolph Biser von Teuffen- Zellweguer ab Gaiss.,129,4648737.txt
130,1 Augusti 1780,1780-08-01,RAABEN,6,"Caspar Menglj von Schaffhausen,",130,4648737.txt
131,1 Augusti 1780,1780-08-01,RAABEN,6,"Reich von Ebmat f. 2,",131,4648737.txt
132,1 Augusti 1780,1780-08-01,RAABEN,6,3 Pilger.,132,4648737.txt
133,1 Augusti 1780,1780-08-01,LEUEN,7,"Ein Piemontesischer Soldat,",133,4648737.txt
134,1 Augusti 1780,1780-08-01,ROESSLI,8,Franz Kurtz aus Landegg.,134,4648737.txt
135,2 Augusti 1780,1780-08-02,SCHWERDT,1,Mr. Carlis de Modena.,135,4648739.txt
136,2 Augusti 1780,1780-08-02,SCHWERDT,1,le Grand de Belfort.,136,4648739.txt
137,2 Augusti 1780,1780-08-02,SCHWERDT,1,Hr. Blumer von Glarus.,137,4648739.txt
138,2 Augusti 1780,1780-08-02,SCHWERDT,1,"de Vermenoux, de Paris f. 3.",138,4648739.txt
139,2 Augusti 1780,1780-08-02,SCHWERDT,1,Meissner von Görlitz in Sachsen f. 3.,139,4648739.txt
140,2 Augusti 1780,1780-08-02,SCHWERDT,1,Hugenin Aelter von Müllhausen.,140,4648739.txt
141,2 Augusti 1780,1780-08-02,SCHWERDT,1,Richelmi. Mr. Bock de Turin.,141,4648739.txt
142,2 Augusti 1780,1780-08-02,SCHWERDT,1,"Ryhener, Hr le Grand und Frauen von Basel.",142,4648739.txt
143,2 Augusti 1780,1780-08-02,SCHWERDT,1,Hettlinger von Winterthur.,143,4648739.txt
144,2 Augusti 1780,1780-08-02,SCHWERDT,1,1 Landmann.,144,4648739.txt
145,2 Augusti 1780,1780-08-02,STORCHEN,2,Mr. Barade d'Auvergne f. 4.,145,4648739.txt
146,2 Augusti 1780,1780-08-02,STORCHEN,2,Benedict Ochsner von Einfidlen.,146,4648739.txt
147,2 Augusti 1780,1780-08-02,STORCHEN,2,Ein Burgunder Glashändler f. 2.,147,4648739.txt
148,2 Augusti 1780,1780-08-02,STORCHEN,2,2 Landl. 4 Handwerker.,148,4648739.txt
149,2 Augusti 1780,1780-08-02,ADLER,3,Fr. Fosterin von Schaffhausen.,149,4648739.txt
150,2 Augusti 1780,1780-08-02,ADLER,3,Jgfr. Schweizerin von St. Gallen.,150,4648739.txt
151,2 Augusti 1780,1780-08-02,ADLER,3,Francois Monde de Nancy.,151,4648739.txt
152,2 Augusti 1780,1780-08-02,ADLER,3,Ein Zurzacher Fuhrmann.,152,4648739.txt
153,2 Augusti 1780,1780-08-02,ROTHAUS,4,"Mr. Pitzala de Milan, f. 5.",153,4648739.txt
154,2 Augusti 1780,1780-08-02,ROTHAUS,4,Michael Girtaner f. 5. von St. Gallen.,154,4648739.txt
155,2 Augusti 1780,1780-08-02,HIRSCHEN,5,Hr. Leonhard Fornaro von Langensee.,155,4648739.txt
156,2 Augusti 1780,1780-08-02,HIRSCHEN,5,1 Pilger.,156,4648739.txt
157,2 Augusti 1780,1780-08-02,RAABEN,6,Hr. Grob von Wattweil.,157,4648739.txt
158,2 Augusti 1780,1780-08-02,RAABEN,6,Hartmann von Schefftenau f. 2-,158,4648739.txt
159,2 Augusti 1780,1780-08-02,RAABEN,6,Chom & Comp von Glarus f. 9.,159,4648739.txt
160,2 Augusti 1780,1780-08-02,LEUEN,7,1 Landmann.,160,4648739.txt
161,2 Augusti 1780,1780-08-02,ROESSLI,8,Hr. Unterv. Müller von Schmerikon.,161,4648739.txt
162,2 Augusti 1780,1780-08-02,ROESSLI,8,Georg Witt von Gebiltorf-,162,4648739.txt
163,2 Augusti 1780,1780-08-02,ROESSLI,8,Ein Zurzacher Fuhrmann-,163,4648739.txt
164,2 Augusti 1780,1780-08-02,ROESSLI,8,2 Pilger-,164,4648739.txt
165,2 Augusti 1780,1780-08-02,SCHWANEN,9,Ein Gerwer von Immenstadt-,165,4648739.txt
166,3 Augufti 1780,1780-01-03,SCHWERDT,1,Hr. Ehren - Gefandter Pfifter von Schaffhaufen.,166,4648741.txt
167,3 Augufti 1780,1780-01-03,SCHWERDT,1,Mr. Carlis de Modena.,167,4648741.txt
168,3 Augufti 1780,1780-01-03,SCHWERDT,1,le Grand de Belfort.,168,4648741.txt
169,3 Augufti 1780,1780-01-03,SCHWERDT,1,Hr. Blumer von Glarus.,169,4648741.txt
170,3 Augufti 1780,1780-01-03,SCHWERDT,1,Meifner von Görlitz in Sachfen f. 3.,170,4648741.txt
171,3 Augufti 1780,1780-01-03,SCHWERDT,1,Hugenin Aelter von Müllhaufen.,171,4648741.txt
172,3 Augufti 1780,1780-01-03,SCHWERDT,1,Richelmi. Mr. Bock de Turin.,172,4648741.txt
173,3 Augufti 1780,1780-01-03,SCHWERDT,1,Hettlinger von Winterthur.,173,4648741.txt
174,3 Augufti 1780,1780-01-03,SCHWERDT,1,Hardtman von Lenzburg.,174,4648741.txt
175,3 Augufti 1780,1780-01-03,SCHWERDT,1,Bieler von Memmingen.,175,4648741.txt
176,3 Augufti 1780,1780-01-03,STORCHEN,2,Mr. Barade d'Auvergne f. 4.,176,4648741.txt
177,3 Augufti 1780,1780-01-03,STORCHEN,2,Ein Burgunder Glashändler f. 2.,177,4648741.txt
178,3 Augufti 1780,1780-01-03,STORCHEN,2,"Jof. Eggetfchweiler von Wangen f. 2,",178,4648741.txt
179,3 Augufti 1780,1780-01-03,STORCHEN,2,8 Schwaben.,179,4648741.txt
180,3 Augufti 1780,1780-01-03,ADLER,3,"Fr. Fofterin von Schaffhaufen,",180,4648741.txt
181,3 Augufti 1780,1780-01-03,ADLER,3,Jgfr. Schweizerin von St. Gallen.,181,4648741.txt
182,3 Augufti 1780,1780-01-03,ADLER,3,Francois Monde de Nancy.,182,4648741.txt
183,3 Augufti 1780,1780-01-03,ADLER,3,"4 Schwaben, 2 Handw.",183,4648741.txt
184,3 Augufti 1780,1780-01-03,ROTHAUS,4,"Mr. Pitzala de Milan, f. 5.",184,4648741.txt
185,3 Augufti 1780,1780-01-03,ROTHAUS,4,Probft von Bieff. Mad. Blafius von Raftatt.,185,4648741.txt
186,3 Augufti 1780,1780-01-03,ROTHAUS,4,Schmid von Conftanz.,186,4648741.txt
187,3 Augufti 1780,1780-01-03,ROTHAUS,4,3 Schwaben.,187,4648741.txt
188,3 Augufti 1780,1780-01-03,HIRSCHEN,5,Hr. Leonhard Fornaro von Langenlee.,188,4648741.txt
189,3 Augufti 1780,1780-01-03,HIRSCHEN,5,"Albrecht Neumann von Gloggau, f. 3,",189,4648741.txt
190,3 Augufti 1780,1780-01-03,HIRSCHEN,5,"8 Schwaben,",190,4648741.txt
191,3 Augufti 1780,1780-01-03,RAABEN,6,"Hr. Neuweiler von Frauenfeld f. 2,",191,4648741.txt
192,3 Augufti 1780,1780-01-03,RAABEN,6,"Marrocci de Milan,",192,4648741.txt
193,3 Augufti 1780,1780-01-03,RAABEN,6,"Legler von Glarus f. 4,",193,4648741.txt
194,3 Augufti 1780,1780-01-03,RAABEN,6,2 Leipziger Fuhrleuth. 4 Landl. 30 Pilger.,194,4648741.txt
195,3 Augufti 1780,1780-01-03,LEUEN,7,"Hr. Hartmann von Maron,",195,4648741.txt
196,3 Augufti 1780,1780-01-03,LEUEN,7,"Maurer von Schaffhaufen,",196,4648741.txt
197,3 Augufti 1780,1780-01-03,LEUEN,7,Martin aus Böhmen.,197,4648741.txt
198,3 Augufti 1780,1780-01-03,ROESSLI,8,Hr. Bürkly von Brechthal.,198,4648741.txt
199,3 Augufti 1780,1780-01-03,ROESSLI,8,3 Landl.,199,4648741.txt
200,3 Augufti 1780,1780-01-03,SCHWANEN,9,Hr. Huber von Dieffenhofen.,200,4648741.txt
201,4 Augusti 1780,1780-08-04,SCHWERDT,1,Mr. Carlis de Modena.,201,4648743.txt
202,4 Augusti 1780,1780-08-04,SCHWERDT,1,Berteaud. Mr. Simon de Chalon sur Seaune.,202,4648743.txt
203,4 Augusti 1780,1780-08-04,SCHWERDT,1,Rainaldis Frerres. Mr. Pont de Lyon.,203,4648743.txt
204,4 Augusti 1780,1780-08-04,SCHWERDT,1,Mourgain de Nancy.,204,4648743.txt
205,4 Augusti 1780,1780-08-04,SCHWERDT,1,Balzet. Mr. Maganza. Mr. Bock de Turin.,205,4648743.txt
206,4 Augusti 1780,1780-08-04,SCHWERDT,1,Hr. Blumer von Glarus.,206,4648743.txt
207,4 Augusti 1780,1780-08-04,SCHWERDT,1,Meissner von Görlitz in Sachsen f. 3.,207,4648743.txt
208,4 Augusti 1780,1780-08-04,SCHWERDT,1,Hettlinger von Winterthur.,208,4648743.txt
209,4 Augusti 1780,1780-08-04,SCHWERDT,1,Hardtmann von Lenzburg.,209,4648743.txt
210,4 Augusti 1780,1780-08-04,SCHWERDT,1,Bieler von Memmingen.,210,4648743.txt
211,4 Augusti 1780,1780-08-04,SCHWERDT,1,Gaupp von Schaffhaussen.,211,4648743.txt
212,4 Augusti 1780,1780-08-04,SCHWERDT,1,Iselin von Basel.,212,4648743.txt
213,4 Augusti 1780,1780-08-04,SCHWERDT,1,Rudolff von Zurzach.,213,4648743.txt
214,4 Augusti 1780,1780-08-04,SCHWERDT,1,Gruber von Stuttgardt.,214,4648743.txt
215,4 Augusti 1780,1780-08-04,STORCHEN,2,Mr. Barade d'Auvergne f. 4.,215,4648743.txt
216,4 Augusti 1780,1780-08-04,STORCHEN,2,Ein Burgunder Glashändler f. 2.,216,4648743.txt
217,4 Augusti 1780,1780-08-04,STORCHEN,2,Heinrich Binninger von Maria-Kirch.,217,4648743.txt
218,4 Augusti 1780,1780-08-04,STORCHEN,2,2 Handw. 2 Landl.,218,4648743.txt
219,4 Augusti 1780,1780-08-04,ADLER,3,Fr. Fosterin von Schaffhausen.,219,4648743.txt
220,4 Augusti 1780,1780-08-04,ADLER,3,Jgfr. Schweizerin von St. Gallen.,220,4648743.txt
221,4 Augusti 1780,1780-08-04,ADLER,3,Francois Monde de Nancy.,221,4648743.txt
222,4 Augusti 1780,1780-08-04,ROTHAUS,11,"Mr. Pitzala de Milan, f. 5.",222,4648743.txt
223,4 Augusti 1780,1780-08-04,ROTHAUS,11,Probst von Bielf. Mad. Blasius von Rastatt.,223,4648743.txt
224,4 Augusti 1780,1780-08-04,HIRSCHEN,5,Hr. Leonhard Ferraro von Langensee.,224,4648743.txt
225,4 Augusti 1780,1780-08-04,HIRSCHEN,5,"Albrecht Neumann von Gloggau, f. 3.",225,4648743.txt
226,4 Augusti 1780,1780-08-04,HIRSCHEN,5,Charles la Pierre de Copet f. 4.,226,4648743.txt
227,4 Augusti 1780,1780-08-04,RAABEN,6,Mr. Horret von Toggen.,227,4648743.txt
228,4 Augusti 1780,1780-08-04,RAABEN,6,Jacob Chaam von Kirizen.,228,4648743.txt
229,4 Augusti 1780,1780-08-04,RAABEN,6,Caspar Bläsy von Glarus.,229,4648743.txt
230,4 Augusti 1780,1780-08-04,RAABEN,6,Georg Spring von Rothweil.,230,4648743.txt
231,4 Augusti 1780,1780-08-04,RAABEN,6,"Bernhard Kunnold von Engen,",231,4648743.txt
232,4 Augusti 1780,1780-08-04,RAABEN,6,2 Leipziger Fuhrleuth. 30 Pilger.,232,4648743.txt
233,4 Augusti 1780,1780-08-04,LEUEN,7,"Hr. Maurer von Schaffhausen,",233,4648743.txt
234,4 Augusti 1780,1780-08-04,LEUEN,7,"Martin aus Böhmen,",234,4648743.txt
235,4 Augusti 1780,1780-08-04,LEUEN,7,2 Landl. 3 Handw.,235,4648743.txt
236,4 Augusti 1780,1780-08-04,ROESSLI,8,"Hr. Berchtold von Stiggen,",236,4648743.txt
237,4 Augusti 1780,1780-08-04,ROESSLI,8,Leonti Lieberheer von Utznach,237,4648743.txt
238,6 Augusti 1780,1780-08-06,SCHWERDT,1,Mr. Carlis de Modena.,238,4648745.txt
239,6 Augusti 1780,1780-08-06,SCHWERDT,1,Hr. Blumer von Glarus.,239,4648745.txt
240,6 Augusti 1780,1780-08-06,SCHWERDT,1,Meissner von Görlitz in Sachsen f. 3.,240,4648745.txt
241,6 Augusti 1780,1780-08-06,SCHWERDT,1,Hettlinger von Winterthur.,241,4648745.txt
242,6 Augusti 1780,1780-08-06,SCHWERDT,1,Rainaldis Frerres. Mr. Pont de Lyon.,242,4648745.txt
243,6 Augusti 1780,1780-08-06,SCHWERDT,1,Rathsherr Schakini von Thun.,243,4648745.txt
244,6 Augusti 1780,1780-08-06,SCHWERDT,1,"Gemufeus von Basel,",244,4648745.txt
245,6 Augusti 1780,1780-08-06,SCHWERDT,1,"Deixner von Strasbourg,",245,4648745.txt
246,6 Augusti 1780,1780-08-06,SCHWERDT,1,"Hall, Mr. Jacob. Mr. Brand, Chevaliers Anglois.",246,4648745.txt
247,6 Augusti 1780,1780-08-06,SCHWERDT,1,Mr. et Mad. Maurice de Strasbourg.,247,4648745.txt
248,6 Augusti 1780,1780-08-06,SCHWERDT,1,Busse de Châlons.,248,4648745.txt
249,6 Augusti 1780,1780-08-06,SCHWERDT,1,Ermenyaud de Moulins.,249,4648745.txt
250,6 Augusti 1780,1780-08-06,SCHWERDT,1,12 Landl. Consl.,250,4648745.txt
251,6 Augusti 1780,1780-08-06,STORCHEN,2,Mr. Barade d'Auvergne f. 4.,251,4648745.txt
252,6 Augusti 1780,1780-08-06,STORCHEN,2,3 Handw. 7 Landl.,252,4648745.txt
253,6 Augusti 1780,1780-08-06,ADLER,3,"François Monde de Nancy f. 2,",253,4648745.txt
254,6 Augusti 1780,1780-08-06,ADLER,3,Jgfr. Schweizerin von St. Gallen.,254,4648745.txt
255,6 Augusti 1780,1780-08-06,ADLER,3,"7 Landl, 3 Handw,",255,4648745.txt
